REF_DATE,GEO,Age (15C),Gender (3),Statistics (2),Coordinate,Immigrant status and period of immigration (9),Symbol,Non-immigrants[2],Symbol,Immigrants[3],Symbol,Before 2001[4],Symbol,2001 to 2005[5],Symbol,2006 to 2010[6],Symbol,2011 to 2015[7],Symbol,2016 to 2021[8],Symbol,Non-permanent residents[9],Symbol
2021,"Hawkesbury (Quebec part) (CA), Que.",65 years and over,Men+,2021 Counts,73.13.2.1,210,,210,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 years and over,Men+,% distribution (2021),73.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 years and over,Women+,2021 Counts,73.13.3.1,255,,255,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 years and over,Women+,% distribution (2021),73.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 to 74 years,Total - Gender,2021 Counts,73.14.1.1,275,,275,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 to 74 years,Total - Gender,% distribution (2021),73.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 to 74 years,Men+,2021 Counts,73.14.2.1,140,,140,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 to 74 years,Men+,% distribution (2021),73.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 to 74 years,Women+,2021 Counts,73.14.3.1,135,,135,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",65 to 74 years,Women+,% distribution (2021),73.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",75 years and over,Total - Gender,2021 Counts,73.15.1.1,190,,190,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",75 years and over,Total - Gender,% distribution (2021),73.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",75 years and over,Men+,2021 Counts,73.15.2.1,70,,70,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",75 years and over,Men+,% distribution (2021),73.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",75 years and over,Women+,2021 Counts,73.15.3.1,120,,120,,0,,0,,0,,0,,0,,0,,0,
2021,"Hawkesbury (Quebec part) (CA), Que.",75 years and over,Women+,% distribution (2021),73.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",Total - Age,Total - Gender,2021 Counts,74.1.1.1,13545,,12485,,1030,,715,,100,,60,,40,,115,,30,
2021,"Ingersoll (CA), Ont.",Total - Age,Total - Gender,% distribution (2021),74.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",Total - Age,Men+,2021 Counts,74.1.2.1,6685,,6190,,485,,320,,45,,35,,15,,70,,15,
2021,"Ingersoll (CA), Ont.",Total - Age,Men+,% distribution (2021),74.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",Total - Age,Women+,2021 Counts,74.1.3.1,6855,,6295,,545,,390,,50,,25,,30,,40,,20,
2021,"Ingersoll (CA), Ont.",Total - Age,Women+,% distribution (2021),74.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",0 to 14 years,Total - Gender,2021 Counts,74.2.1.1,2500,,2485,,15,,0,,0,,0,,0,,15,,0,
2021,"Ingersoll (CA), Ont.",0 to 14 years,Total - Gender,% distribution (2021),74.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",0 to 14 years,Men+,2021 Counts,74.2.2.1,1270,,1255,,15,,0,,0,,0,,0,,15,,0,
2021,"Ingersoll (CA), Ont.",0 to 14 years,Men+,% distribution (2021),74.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",0 to 14 years,Women+,2021 Counts,74.2.3.1,1225,,1225,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",0 to 14 years,Women+,% distribution (2021),74.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 years and over,Total - Gender,2021 Counts,74.3.1.1,11050,,10005,,1015,,715,,100,,60,,40,,100,,30,
2021,"Ingersoll (CA), Ont.",15 years and over,Total - Gender,% distribution (2021),74.3.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 years and over,Men+,2021 Counts,74.3.2.1,5410,,4930,,470,,320,,45,,35,,15,,55,,15,
2021,"Ingersoll (CA), Ont.",15 years and over,Men+,% distribution (2021),74.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 years and over,Women+,2021 Counts,74.3.3.1,5635,,5075,,545,,390,,50,,25,,30,,40,,20,
2021,"Ingersoll (CA), Ont.",15 years and over,Women+,% distribution (2021),74.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 24 years,Total - Gender,2021 Counts,74.4.1.1,1530,,1495,,30,,0,,0,,10,,0,,20,,0,
2021,"Ingersoll (CA), Ont.",15 to 24 years,Total - Gender,% distribution (2021),74.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 24 years,Men+,2021 Counts,74.4.2.1,810,,800,,15,,0,,0,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",15 to 24 years,Men+,% distribution (2021),74.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 24 years,Women+,2021 Counts,74.4.3.1,715,,700,,15,,0,,0,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",15 to 24 years,Women+,% distribution (2021),74.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,74.5.1.1,780,,765,,15,,0,,0,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",15 to 19 years,Total - Gender,% distribution (2021),74.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 19 years,Men+,2021 Counts,74.5.2.1,400,,390,,10,,0,,0,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",15 to 19 years,Men+,% distribution (2021),74.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 19 years,Women+,2021 Counts,74.5.3.1,385,,375,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",15 to 19 years,Women+,% distribution (2021),74.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,74.6.1.1,750,,725,,15,,0,,0,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",20 to 24 years,Total - Gender,% distribution (2021),74.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",20 to 24 years,Men+,2021 Counts,74.6.2.1,415,,405,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",20 to 24 years,Men+,% distribution (2021),74.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",20 to 24 years,Women+,2021 Counts,74.6.3.1,335,,320,,10,,0,,0,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",20 to 24 years,Women+,% distribution (2021),74.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 64 years,Total - Gender,2021 Counts,74.7.1.1,7300,,6665,,610,,355,,80,,50,,35,,85,,25,
2021,"Ingersoll (CA), Ont.",25 to 64 years,Total - Gender,% distribution (2021),74.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 64 years,Men+,2021 Counts,74.7.2.1,3600,,3320,,270,,140,,35,,30,,15,,50,,15,
2021,"Ingersoll (CA), Ont.",25 to 64 years,Men+,% distribution (2021),74.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 64 years,Women+,2021 Counts,74.7.3.1,3700,,3350,,345,,220,,50,,20,,25,,30,,15,
2021,"Ingersoll (CA), Ont.",25 to 64 years,Women+,% distribution (2021),74.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 54 years,Total - Gender,2021 Counts,74.8.1.1,5275,,4840,,415,,185,,65,,50,,35,,75,,25,
2021,"Ingersoll (CA), Ont.",25 to 54 years,Total - Gender,% distribution (2021),74.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 54 years,Men+,2021 Counts,74.8.2.1,2595,,2390,,190,,75,,30,,30,,15,,45,,15,
2021,"Ingersoll (CA), Ont.",25 to 54 years,Men+,% distribution (2021),74.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 54 years,Women+,2021 Counts,74.8.3.1,2680,,2445,,225,,110,,35,,20,,25,,30,,15,
2021,"Ingersoll (CA), Ont.",25 to 54 years,Women+,% distribution (2021),74.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,74.9.1.1,1730,,1600,,115,,25,,10,,15,,30,,35,,20,
2021,"Ingersoll (CA), Ont.",25 to 34 years,Total - Gender,% distribution (2021),74.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 34 years,Men+,2021 Counts,74.9.2.1,860,,785,,65,,20,,0,,10,,10,,20,,15,
2021,"Ingersoll (CA), Ont.",25 to 34 years,Men+,% distribution (2021),74.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",25 to 34 years,Women+,2021 Counts,74.9.3.1,870,,815,,50,,10,,0,,10,,20,,10,,10,
2021,"Ingersoll (CA), Ont.",25 to 34 years,Women+,% distribution (2021),74.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,74.10.1.1,1780,,1635,,145,,70,,30,,10,,10,,30,,0,
2021,"Ingersoll (CA), Ont.",35 to 44 years,Total - Gender,% distribution (2021),74.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",35 to 44 years,Men+,2021 Counts,74.10.2.1,860,,800,,55,,20,,0,,0,,0,,20,,0,
2021,"Ingersoll (CA), Ont.",35 to 44 years,Men+,% distribution (2021),74.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",35 to 44 years,Women+,2021 Counts,74.10.3.1,925,,830,,95,,55,,20,,10,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",35 to 44 years,Women+,% distribution (2021),74.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",45 to 54 years,Total - Gender,2021 Counts,74.11.1.1,1760,,1600,,155,,90,,30,,30,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",45 to 54 years,Total - Gender,% distribution (2021),74.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",45 to 54 years,Men+,2021 Counts,74.11.2.1,875,,805,,75,,40,,15,,25,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",45 to 54 years,Men+,% distribution (2021),74.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",45 to 54 years,Women+,2021 Counts,74.11.3.1,880,,800,,80,,55,,15,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",45 to 54 years,Women+,% distribution (2021),74.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",55 to 64 years,Total - Gender,2021 Counts,74.12.1.1,2025,,1830,,195,,170,,15,,0,,0,,10,,0,
2021,"Ingersoll (CA), Ont.",55 to 64 years,Total - Gender,% distribution (2021),74.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",55 to 64 years,Men+,2021 Counts,74.12.2.1,1005,,930,,80,,65,,10,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",55 to 64 years,Men+,% distribution (2021),74.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",55 to 64 years,Women+,2021 Counts,74.12.3.1,1015,,900,,120,,105,,10,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",55 to 64 years,Women+,% distribution (2021),74.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 years and over,Total - Gender,2021 Counts,74.13.1.1,2220,,1845,,380,,355,,20,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 years and over,Total - Gender,% distribution (2021),74.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 years and over,Men+,2021 Counts,74.13.2.1,1005,,810,,190,,180,,10,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 years and over,Men+,% distribution (2021),74.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 years and over,Women+,2021 Counts,74.13.3.1,1215,,1030,,185,,175,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 years and over,Women+,% distribution (2021),74.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 to 74 years,Total - Gender,2021 Counts,74.14.1.1,1330,,1165,,170,,150,,20,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 to 74 years,Total - Gender,% distribution (2021),74.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 to 74 years,Men+,2021 Counts,74.14.2.1,615,,530,,85,,70,,10,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 to 74 years,Men+,% distribution (2021),74.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 to 74 years,Women+,2021 Counts,74.14.3.1,715,,630,,85,,75,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",65 to 74 years,Women+,% distribution (2021),74.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",75 years and over,Total - Gender,2021 Counts,74.15.1.1,885,,680,,205,,205,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",75 years and over,Total - Gender,% distribution (2021),74.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",75 years and over,Men+,2021 Counts,74.15.2.1,385,,280,,105,,105,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",75 years and over,Men+,% distribution (2021),74.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",75 years and over,Women+,2021 Counts,74.15.3.1,495,,400,,100,,95,,0,,0,,0,,0,,0,
2021,"Ingersoll (CA), Ont.",75 years and over,Women+,% distribution (2021),74.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",Total - Age,Total - Gender,2021 Counts,75.1.1.1,77230,,70930,,6100,,5125,,285,,260,,220,,215,,195,
2021,"Kawartha Lakes (CA), Ont.",Total - Age,Total - Gender,% distribution (2021),75.1.1.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",Total - Age,Men+,2021 Counts,75.1.2.1,38235,,35155,,2980,,2510,,140,,125,,95,,110,,95,
2021,"Kawartha Lakes (CA), Ont.",Total - Age,Men+,% distribution (2021),75.1.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",Total - Age,Women+,2021 Counts,75.1.3.1,38995,,35770,,3125,,2620,,145,,135,,125,,100,,100,
2021,"Kawartha Lakes (CA), Ont.",Total - Age,Women+,% distribution (2021),75.1.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",0 to 14 years,Total - Gender,2021 Counts,75.2.1.1,10530,,10480,,45,,0,,0,,0,,10,,35,,0,
2021,"Kawartha Lakes (CA), Ont.",0 to 14 years,Total - Gender,% distribution (2021),75.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",0 to 14 years,Men+,2021 Counts,75.2.2.1,5440,,5410,,30,,0,,0,,0,,0,,20,,0,
2021,"Kawartha Lakes (CA), Ont.",0 to 14 years,Men+,% distribution (2021),75.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",0 to 14 years,Women+,2021 Counts,75.2.3.1,5090,,5075,,15,,0,,0,,0,,0,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",0 to 14 years,Women+,% distribution (2021),75.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 years and over,Total - Gender,2021 Counts,75.3.1.1,66700,,60450,,6060,,5125,,285,,260,,210,,175,,190,
2021,"Kawartha Lakes (CA), Ont.",15 years and over,Total - Gender,% distribution (2021),75.3.1.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 years and over,Men+,2021 Counts,75.3.2.1,32800,,29750,,2950,,2510,,140,,125,,90,,90,,95,
2021,"Kawartha Lakes (CA), Ont.",15 years and over,Men+,% distribution (2021),75.3.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 years and over,Women+,2021 Counts,75.3.3.1,33905,,30700,,3110,,2620,,145,,135,,125,,90,,95,
2021,"Kawartha Lakes (CA), Ont.",15 years and over,Women+,% distribution (2021),75.3.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 24 years,Total - Gender,2021 Counts,75.4.1.1,6945,,6805,,70,,10,,20,,20,,20,,0,,70,
2021,"Kawartha Lakes (CA), Ont.",15 to 24 years,Total - Gender,% distribution (2021),75.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 24 years,Men+,2021 Counts,75.4.2.1,3545,,3465,,30,,0,,10,,10,,10,,0,,45,
2021,"Kawartha Lakes (CA), Ont.",15 to 24 years,Men+,% distribution (2021),75.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 24 years,Women+,2021 Counts,75.4.3.1,3405,,3335,,40,,10,,10,,10,,10,,0,,30,
2021,"Kawartha Lakes (CA), Ont.",15 to 24 years,Women+,% distribution (2021),75.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,75.5.1.1,3405,,3385,,15,,0,,0,,10,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 19 years,Total - Gender,% distribution (2021),75.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 19 years,Men+,2021 Counts,75.5.2.1,1775,,1765,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 19 years,Men+,% distribution (2021),75.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 19 years,Women+,2021 Counts,75.5.3.1,1625,,1615,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",15 to 19 years,Women+,% distribution (2021),75.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,75.6.1.1,3545,,3425,,60,,10,,15,,15,,20,,0,,65,
2021,"Kawartha Lakes (CA), Ont.",20 to 24 years,Total - Gender,% distribution (2021),75.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",20 to 24 years,Men+,2021 Counts,75.6.2.1,1765,,1705,,20,,0,,0,,10,,10,,0,,45,
2021,"Kawartha Lakes (CA), Ont.",20 to 24 years,Men+,% distribution (2021),75.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",20 to 24 years,Women+,2021 Counts,75.6.3.1,1780,,1720,,40,,10,,10,,10,,10,,0,,20,
2021,"Kawartha Lakes (CA), Ont.",20 to 24 years,Women+,% distribution (2021),75.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 64 years,Total - Gender,2021 Counts,75.7.1.1,38490,,35845,,2520,,1775,,235,,205,,165,,140,,125,
2021,"Kawartha Lakes (CA), Ont.",25 to 64 years,Total - Gender,% distribution (2021),75.7.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 64 years,Men+,2021 Counts,75.7.2.1,19100,,17840,,1205,,855,,105,,95,,70,,75,,50,
2021,"Kawartha Lakes (CA), Ont.",25 to 64 years,Men+,% distribution (2021),75.7.2.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 64 years,Women+,2021 Counts,75.7.3.1,19390,,18005,,1315,,915,,125,,110,,95,,65,,70,
2021,"Kawartha Lakes (CA), Ont.",25 to 64 years,Women+,% distribution (2021),75.7.3.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 54 years,Total - Gender,2021 Counts,75.8.1.1,24530,,23170,,1235,,650,,155,,155,,140,,140,,120,
2021,"Kawartha Lakes (CA), Ont.",25 to 54 years,Total - Gender,% distribution (2021),75.8.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 54 years,Men+,2021 Counts,75.8.2.1,12250,,11595,,600,,325,,70,,75,,50,,75,,50,
2021,"Kawartha Lakes (CA), Ont.",25 to 54 years,Men+,% distribution (2021),75.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 54 years,Women+,2021 Counts,75.8.3.1,12280,,11580,,635,,325,,80,,80,,90,,65,,65,
2021,"Kawartha Lakes (CA), Ont.",25 to 54 years,Women+,% distribution (2021),75.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,75.9.1.1,8035,,7730,,220,,45,,35,,35,,40,,70,,85,
2021,"Kawartha Lakes (CA), Ont.",25 to 34 years,Total - Gender,% distribution (2021),75.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 34 years,Men+,2021 Counts,75.9.2.1,4140,,3990,,115,,30,,20,,20,,10,,40,,35,
2021,"Kawartha Lakes (CA), Ont.",25 to 34 years,Men+,% distribution (2021),75.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",25 to 34 years,Women+,2021 Counts,75.9.3.1,3900,,3735,,110,,20,,15,,15,,25,,35,,55,
2021,"Kawartha Lakes (CA), Ont.",25 to 34 years,Women+,% distribution (2021),75.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,75.10.1.1,7905,,7490,,395,,200,,35,,65,,65,,35,,20,
2021,"Kawartha Lakes (CA), Ont.",35 to 44 years,Total - Gender,% distribution (2021),75.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",35 to 44 years,Men+,2021 Counts,75.10.2.1,3900,,3710,,170,,90,,10,,30,,30,,15,,20,
2021,"Kawartha Lakes (CA), Ont.",35 to 44 years,Men+,% distribution (2021),75.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",35 to 44 years,Women+,2021 Counts,75.10.3.1,4010,,3775,,230,,110,,20,,35,,35,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",35 to 44 years,Women+,% distribution (2021),75.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",45 to 54 years,Total - Gender,2021 Counts,75.11.1.1,8585,,7950,,620,,405,,90,,55,,45,,30,,15,
2021,"Kawartha Lakes (CA), Ont.",45 to 54 years,Total - Gender,% distribution (2021),75.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",45 to 54 years,Men+,2021 Counts,75.11.2.1,4210,,3895,,315,,215,,45,,25,,15,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",45 to 54 years,Men+,% distribution (2021),75.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",45 to 54 years,Women+,2021 Counts,75.11.3.1,4380,,4060,,305,,195,,40,,30,,25,,20,,15,
2021,"Kawartha Lakes (CA), Ont.",45 to 54 years,Women+,% distribution (2021),75.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",55 to 64 years,Total - Gender,2021 Counts,75.12.1.1,13960,,12675,,1285,,1125,,85,,50,,20,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",55 to 64 years,Total - Gender,% distribution (2021),75.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",55 to 64 years,Men+,2021 Counts,75.12.2.1,6850,,6245,,605,,525,,40,,25,,20,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",55 to 64 years,Men+,% distribution (2021),75.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",55 to 64 years,Women+,2021 Counts,75.12.3.1,7110,,6430,,680,,595,,45,,30,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",55 to 64 years,Women+,% distribution (2021),75.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",65 years and over,Total - Gender,2021 Counts,75.13.1.1,21260,,17800,,3465,,3340,,30,,35,,25,,30,,0,
